en,zh
In the old times, many girls became housewives after marriage.,舊時，好多女仔結咗婚之後成為住家婆。
The person sitting next to you is so new to me. Who is he / she?,坐喺你側邊嗰個人咁生面口嘅？邊個嚟咖？
Don't bother me anymore, I won't come back to be with you.,你唔好再纏住我啦，我唔會再同你喺返埋一齊㗎喇。
I believe that many people are 'frightened' by the Chinese wine without a specific reason since China is infamous for fake food and wine.,我相信好多人一聽到中國葡萄酒都會驚驚，無他嘅，國內太多假食物假酒。
Solar panels can absorb light and convert it to electricity.,太陽能板可以吸收光線轉為電力。
It's great that you have such an attentive boyfriend.,你有個對你咁細心嘅男朋友真係好。
The councilor is not going to take you seriously; after she finishes going through the motions, she won't be following up on your case anymore.,嗰個議員hea你咋，打完官腔就唔會再幫你跟進咖喇。
I make lots of concessions in order to meet her requirements.,為咗滿足佢啲要求，我做咗好多讓步㗎。
He pricked the white flag up immediately when he found the situation was all messed up.,佢見勢色唔對，立即豎起枝白旗投降。
When you become famous, your family also shares your glory.,你出名，屋企人都有光彩。
The red rainstorm signal has been hoisted. Primary school students need not go to school!,宜家掛咗紅雨，小學生唔使返學喇！
A wrong voltage setting will burn out the device.,電壓較唔啱會搞到燒機。
If you feel too bitter to drink the herbal medicine, you can drink it while chewing a piece of preserved plum.,若果飲苦茶覺得苦，可以食粒嘉應子送口。
The suspect complained about his harsh treatment.,個疑犯投訴話佢受到粗暴對待。
In the 70's, countless refugees immigrated to foreign countries from Vietnam.,七十年代，由越南走難去外國嘅人不計其數。
I studied accounting when I was in the secondary school, but I have forgotten all of it already.,我中學嘅時候有讀過會計，而家已經唔記得晒。
The financial sector can only prosper in a diversified and thriving business environment.,金融業只有喺多元化及繁榮嘅商業環境下，先可以興旺發展。
To meet the needs of the market, the company is trying to develop more and varied services.,為配合市場需要，公司趨向多元化服務。
This story embodies a profound truth.,呢個故事包含咗一個深遠嘅道理。
The owner wants to takes the flats back and sell them to the developer, so he stopped providing electricity and water, in order to force the tenants to leave.,業主想收返啲單位賣俾發展商，所以開始斷電、斷水，逼遷住户。
Our TV channel strives to be the first to deliver the most up-to-date news to you. Please stay with us.,我哋電視台搶先為你報道最新消息，請繼續留意收睇。
She is working again, to earn some extra cash for her child.,佢為咗賺奶粉錢，再度出山。
All of the triad leader's recent recruits are secondary school students.,個黑社會大佬呢排收嗰幾條𡃁，都係中學生嚟㗎。
You can't be an ambulanceman if you don't know how to drive an ambulance.,唔識揸白車冇得做救護員。
Yesterday I forgot my umbrella and had to run back home in the heavy rain.,噚日我唔記得帶遮，焗住要冒住大雨跑返屋企。
Passengers who occupy multiple seats are the most despicable.,一人霸幾個位，呢啲乘客最神憎鬼厭。
He is still so brave to face death.,佢仍然勇敢面對死亡。
Shut up! You don't have the standing to speak here!,收嗲啦，呢度唔到你出聲！
If you do it that way you'll only reach a dead end.,你咁做就只有死路一條。
He was set free early for behaving well in prison.,佢喺監獄行為良好，所以提早放監。
The theatre has already ended that movie's run. You can't see it there anymore.,間戲院已經換咗畫，你鐘意嗰套戲冇得睇喇。
His falsification was exposed and surely he is going to be fired.,佢俾人踢爆篤數，實要炒魷魚。
Falling down from 2/F but having no injury, you are really tough!,喺二樓跌落嚟，你一啲都冇傷到，你真係命硬喎！
May lost her job suddenly, therefore she was very upset.,阿美突然冇咗份工，所以心情好差。
There will be a briefing session at the lobby in ten minutes.,十分鐘後喺大堂開briefing。
Can you take the piler which is in the toolbox to me?,可唔可以喺工具箱度拎個鉗俾我？
I bought tons of things from Taobao again. My mum must scold me.,我又淘咗好多嘢添，又要畀阿媽鬧喇。
Sick people will recover sooner if they have lighter food.,病人食得清啲會快啲好。
He is an important role in this company.,佢喺呢間公司扮演一個好重要嘅角色。
He spares no effort in working for this project.,呢個project佢瞓身噉做㗎。
I am so happy that I find you.,我真係好開心可以遇上妳。
On behalf of my colleagues, I'd like to thank you for your support.,我代表我嘅同事多謝你嘅支持。
So you'd like to join the beauty contest like others, with such a bad-looking face?,你噉嘅貓樣學人選美？
I'm free tomorrow. Can you come over and be my company?,我聽日冇嘢做，你可唔可以過嚟陪我呀？
How could such a tiny book be sold at such a high price?,咁「大」本簿仔都賣到咁貴？
Eat more fruit; they aid digestion.,食多啲生果啦。可以幫助消化呀。
People vested the power in the government.,政府嘅權力應該由人民賦予。
The typhoon is coming from the east. Areas such as Sai Kung and Chai Wan will be specially windy.,個颱風喺東面吹嚟，西貢、柴灣嗰邊會好扯風。
I want to know how the approximate rundown tomorrow is.,我想知聽日大概嘅流程係點。
He looked at this river for quite a while, associating with things that happened in the past.,佢望住呢條河，撫今追昔。
I've put aside learning German for so many years that I've forgotten almost all of what I've learnt.,啲德文我丟低咗咁多年，都差唔多唔記得晒嘍。
He turned down offers from several big companies and started his own business.,幾間大公司請佢，佢都推咗，自己開公司做。
Let me enjoy the breakfast and then I will get back to work.,等我歎返個早餐就返去做嘢。
I heard that people taking this subject usually have bad grades.,聽講呢科爛grade㗎喎。
Your performance this time is not so satisfactory.,今次你嘅表現爭啲喎。
This is considered as an end. People no longer care about it.,呢件事已經告一段落，啲人已經唔再關注。
I made an extra sandwich, do you want one?,我整多咗份三文治，請你食吖。
I will give you a chance and will not haggle with you on this issue.,今次我就網開一面，唔同你計較。
Working with explosives is a high-risk job because there is a greater chance of encountering danger.,從事處理爆炸品的工作，屬於高危的工作，因為他們比較大機會遇上危險。
Having good examination results is the major prerequisite for studying in this university.,入呢間大學嘅首要條件係考試成績好。
You need an extra $4 to change the set drink to a cold beverage.,餐飲轉凍飲要加四蚊。
I would like to replace this bookshelf with a closet.,我想將依個書櫃改換成衣櫃。
He accidentally said something bad about me.,佢鬼拍後尾枕噉講咗我嘅壞話出嚟。
Ming has made a good move! His promotion plan was a great success, the products were all sold out.,阿明好波！佢個宣傳計劃好成功，件貨賣到斷市。
There's something on the ECG. Need to do another one?,張心電圖有嘢喎，使唔使做多次？
to reach out to the needy,向有需要嘅人伸出援手
Don't dream of winning the Mark Six. Be practical, get yourself a job.,你唔好望自己中六合彩喇，腳踏實地揾返工做啦。
People with haemophilia have problems with blood coagulation.,有血友病嘅人凝血會有問題。
The supervisor is on leave today, therefore everyone lazes around.,今日總管請假，大家就即刻偷懶。
She has so many clothes that her bedroom can't contain them all.,佢啲衫多到成間房都放唔晒。
Now that you're all grown up and ready to leave the nest, you don't give your family a second thought, huh?,而家大喇，有毛有翼，曉飛啦！唔使理屋企啦？
To prevent from getting contagious diseases, please pay attention to the following points.,要預防傳染病，請注意下列幾點。
I've just finished my PhD. Do you need an odd-job man?,我啱啱讀完博士，請唔請雜工啊？
He spent over ten thousand on an underarm hair removal treatment.,佢用咗成萬幾蚊做個除腋毛療程。
You bought it at this expensive price? Don't you know how to make a counter-offer?,咁貴你都買？人哋開價，你唔識還價㗎咩！
Disclaimer: I am not a member of the party nor have I voted for them before, but this time, I support them.,利申先，我唔係黨員亦無投過票俾嗰個黨，但係我今次撐佢哋。
The nerd A-Chung has a statue of Scarlett Johansson at his home.,毒男阿松屋企嗰度有個施嘉莉祖安遜嘅塑像。
The way my son does his homework really drives me crazy. After one or two questions, it's time to get something to eat; after getting something to eat, it's time to go to the washroom. Lazy people can really make up a lot of excuses to escape work.,望住個仔做功課真係眼火爆，做完一兩題就話要食嘢，食完嘢又話要去廁所，正一懶人多屎尿。
After receiving the report, the police immediately rushed to the crime scene.,警察接報後隨即趕去現場。
C. Ronaldo has not scored a goal in two games. Foreign newspapers ridicule him as "Ronulldo".,C朗拿度連續兩場食白果，外國啲報紙笑佢係「朗零度」。
Brigadier Lawson was killed in action in defense of Hong Kong.,西旅旅長羅遜准將因為保衞香港而戰死沙場。
Life is uncertain, carpe diem!,三更窮五更富，惟有珍惜現在！
I have applied for the butterfly stroke competition in the school swimming gala.,我喺學校嘅水運會報咗名參加蝶式比賽。
I heard that guy is always peeping at the girl next door.,我聽講嗰個人成日𥄫隔籬屋個女仔㗎！
You are already more than forty years old, but you are still a bachelor.,你已經四十幾歲人，依然係寡佬一名。
The girl with huge boobs opposite to us is waving at me!,對面個大波妹同我揮緊手啊！
You should cover your mouth with a handkerchief when you sneeze.,打乞嗤應該用手巾仔揞住個咀。
Different glasses should be used for different wines.,飲唔同嘅酒要用唔同嘅酒杯。
My colleagues are ganging up on me and trying to set me up with a trap.,啲同事group埋搞事，用陷阱裝我。
The hamburger steak is tender and juicy.,塊漢堡扒又鬆軟又多汁。
It's not a big deal if you failed the end-of-term examination, just get your scores up in the final one.,唔緊要啦，你都係肥咗期考啫，大考再嚟過囉。
The clickbait headline "stunning seven million people" is obsolete!,「震驚七百萬人」呢種標題黨out咗喇！
The corpse is decomposing, which indicates that the victim had been dead for a while.,屍體開始腐化，睇嚟已經死咗一段時間。
My wife is a big spender. She is spending every cent I've earned.,我老婆正一大花筒，我賺幾多佢就用幾多。
We are just chatting.Why so serious?,傾閒計啫，咁認真做咩？
I am so stiff and inflexible that the yoga moves are too difficult for me.,我條筋太硬，瑜伽啲動作做唔到囉。
Don't fail me.,你唔好辜負我對你嘅期望。
My teacher, you have been so kind to me, how could I ever betray you?,老師對我恩重如山，我又點會背叛你呢？
A large number of civilians were hit by stray bullets.,大批平民被流彈擊中。
His dream is finally realised that he is awarded First Class Honours.,佢終於得償所願，考到一級榮譽。
It has been ages since we've last had Japanese food. How about going for some Japanese all-you-can-eat tonight?,好耐冇食日本嘢，不如我哋今晚去食放題囉。
There're all sorts of people in that bar. I heard a triad boss frequents that place.,呢間酒吧好雜㗎喎，聽講有個黑社會大佬成日響嗰處蒲。
All these confidential documents will be sealed up.,呢啲機密文件全部會加上封條。
Please lean over towards me a bit.,你挨近我呢便少少吖。
His fiction was widely liked by readers in USA.,佢嘅小説喺美國大受讀者追捧。
Scientists have developed a new technology that allows vegetative patients to communicate with the outside world.,科學家研發咗新技術，令植物人可以同外界溝通。
Why not stay simple? It's just a small case, let me deal with it.,殺雞焉用牛刀呢？咁小事，等我出面啦。
This is a complicated machine, it requires a certain amount of expertise to operate.,呢部機器好複雜，需要相當嘅技術先可以操作。
The hostages were tied up with ropes.,啲人質俾人用繩綁住。
It doesn't matter where we eat.,隨便去邊度食嘢都好啦。
Get away! We won't hire any jailbirds.,過主啦你，監躉我哋唔請㗎。
We've been brothers for so many years, so I know exactly how you're feeling. There's no need for words.,大家做咗咁多年兄弟，明㗎喇。呢啲嘢，在心中啦！
You have sent an e-mail to him already. It is unnecessary to make a call.,你發咗電郵俾佢咪得囉，使乜再打電話咁多餘啊？
Please stop, otherwise you'll risk lives.,停手啦，再落去會搞出人命㗎。
How much money the cup costs doesn't matter; whether you like it does.,隻杯幾錢都冇所謂，最緊要你鍾意。
She is always talking about how patriotic she is, but how come she didn't donate any money for the flood?,平時講到自己幾咁愛國，上次水災唔見佢捐錢？
Check data usage and enjoy mobile Internet.,留意數據用量，輕鬆流動上網。
No newspaper in this town has any credibility.,呢個市鎮冇一份報章有公信力可言。
Of course you have to wear red during New Year's, it's for good luck!,新年就梗係要着到紅扑扑先好意頭吖嘛！
Being natural does not necessarily mean it is good, am I not right?,自然嘅嘢唔一定就係好𠺢嘛。
Just when I turned around, she was gone.,我一轉身，佢就走咗喇。
This application may share your personal data with a third party. Think twice before download it.,呢個應用程式有機會會同第三方分享你嘅個人資料，諗清楚先好下載。
Why don't you buy some food and bring it back?,不如買啲嘢食返嚟啦！
No worries, we still have plenty of time left.,唔使擔心，我哋仲有大把時間剩。
This method is quite controversial.,呢個做法真係可圈可點呀。
It takes such a long time for this correction fluid to dry. No wonder it fell into disfavour.,呢隻塗改液要等咁耐先乾，唔怪得而家冇人用啦。
If you don't fix it soon, I'll file a complaint against you.,你最好快啲同我搞掂佢，如果唔係我投訴你。
We usually have lunch at noon.,我哋通常喺正午食飯。
Getting covid isn't that bad. Staying at the isolation camp is much worse.,中武肺事小，入隔離營事大。
Only at this place is there such kind of local flavour.,呢種地方色彩只有呢度先有。
Many children don't know how to tie in a knot in a tie.,好多細路仔唔識得打呔。
This painter is very skillful, the paint is spread evenly.,依個油漆師傅手勢非常好，油漆油得非常勻循。
That bridesmaid is a bit too charming – don't you think she steals the bride's thunder?,個伴娘靚得滯，喧賓奪主，搞到新娘好似好樣衰噉。
His entire family is addicted to gambling. They even go to Macau to gamble sometimes.,佢成家人都好爛賭，間唔中仲會過吓大海噉。
The government has wasted a consultant's fee of $50 million for nothing.,政府白白浪費咗五千萬顧問費。
There are 16 teams in NBA playoffs.,美國職業籃球聯賽季後賽有十六隊球隊。
Women and children have low social status in the traditional Chinese society.,婦孺喺傳統中國社會係低地位嘅。
That fop spent all of the inheritance his father gave him.,嗰個太子爺將佢爸爸留俾佢嘅遺產都使得一乾二淨。
Protestors marched to the gates of China's Liaison Office.,示威隊伍遊行到中聯辦門口示威。
A capitalist's view must be that money comes first.,資本家嘅論調梗係金錢至上啦。
I have a dinner gathering with my colleagues tonight, so I won't come home for dinner.,今晚我同啲同事有飯局，唔返嚟食飯嚹。
I bought two business class tickets at first, it turned out they ran out of seats, and upgraded us to first class without any extra charge.,我本身買咗兩張商務客位嘅機票，點知佢哋冇晒位，唔使加錢升咗級做頭等。
Ah Keung is a bad kid; don't hang out with him.,阿強好壞㗎，唔好成日群佢。
Just now, at the moment the department store opened, a gang of housewives flooded in there to grab discounted goods.,頭先百貨公司一開閘啫，就有成班師奶衝入去盲搶啲特價貨。
Remember to tell me when you've succeeded.,事成嗰陣記得話我知。
If you still don't raise my pay this year, I'll quit.,今年再唔加人工，我就劈炮唔撈。
The book is supposed to be out today, but I work in a bookstore, so I 'jumped the gun' and read it on the previous night.,本書今日先正式出，不過我喺書局打工，所以之前一晚已經偷步睇咗。
This chocolate truffle is very sweet but doesn't overwhelms your tongue, it's really good!,呢件酒心朱古力唔漏口，甜絲絲，真係好好食呀！
After the war, many houses became wrecked and broken.,打完仗，好多房屋都變得殘破不堪。
He had consulted lots of resources before completing the assignment.,佢做呢份功課之前參考咗好多資料。
If you want to visit more places, you should hire a car.,如果你想去多幾個地方，你都係包車啦。
Starting from next week, the fare for this bus route will increase by 50 cents.,由下星期起，呢條巴士線每程會加五毫。
Fox in fairy tales is always the villain.,童話入面嘅狐狸通常都係奸角。
He's ruminating about how to escape in his mind.,佢腦裏面盤算緊點樣逃走。
Don't be a busybody to mind other's business.,唔好咁手多去理人哋啲嘢。
Girls are the hardest things to be understood.,女人係世界上最難捉摸嘅動物。
He has stayed at hospital for a whole week, and will finally be discharged today.,佢住咗成個禮拜醫院，今日終於出得院。
The results of this company recently is quite bad.,呢間公司近期嘅業績好不濟。
This pack of tea is absolutely a good gift for family and friends.,呢包茶葉絕對係饋贈親友嘅佳品。
The boutique does not have many customers. The employees don't have much work to do every day, other than just being there.,嗰間時裝店好少人幫襯，啲員工日日都係行行企企㗎咋。
Even he's busier at his work, he insists on practising calligraphy once a week.,就算佢而家工作忙咗，佢每星期都堅持練一次字。
It is hard to estimate how many trees are damaged under this strong typhoon.,今次颱風咁嚴重，好難估計有幾多樹受損毀。
[ChatGPT]This movie is really thrilling!,呢套電影真係驚心動魄啊！
Since graduation until now, I haven't been back to my school.,畢業以嚟我都冇返過學校。
Her face has been disfigured as someone poured strong acid on her.,佢俾人淋鏹水毀咗容。
This building is all show and no go. It has a nice lobby, but is otherwise unmaintained.,呢棟樓得個殼，大堂執得靚，但其餘維修乜都無。
This article is not too long.,呢篇文章嘅篇幅都唔算長。
I bet that tomorrow it'll rain.,我敢打賭聽日會落雨。
My younger brother sleeps till high noon and still does not want to get up.,細佬瞓到日上三竿都唔起身。
The refugees were all shabby.,啲難民個個都衣衫襤褸。
He's so frail that he gets sick for tens of times a year.,佢藥煲嚟㗎，一年病幾十次⋯⋯
Don't let me see you again! If we ever cross paths, I will beat the shit out of you!,你唔好比我見到你！見鑊打鑊！
There are varieties of apples.,蘋果都有好多個種類。
You get into trouble and cause trouble to others, damn!,你自己做錯嘢仲要累到人，搞錯！
He is the son of the shop owner.,佢係呢間舖頭嘅少東嚟㗎。
His knowledge is quite diverse; he knows a bit of everything.,佢學嘅嘢好雜，乜都識啲。
I swear that I won't gamble again.,我發誓以後都唔賭錢喇。
This class is very demanding. Are you sure you want to take it?,呢科好chur㗎，你真係想take？
You really talk so much nonsense!,你個人真係好多口水！
Stephen Chow's movies are broadcast on TV from time to time.,電視時不時翻兜周星馳啲戲。
Are you aware that it's actually quite impolite to stare at people?,你知唔知「𥄫住人」其實係件幾失禮嘅事嚟？
Which flavor of sweet dumplings do you like? Sesame or peanut?,你鍾意食芝麻味，定係花生味嘅湯圓？
You're throwing up from drinking again. You'd be better off drinking less.,又飲到劏，好心就飲少啲啦。
After having walked all day long, I still get no seat and feel so tired.,我行咗成日都冇位坐，好攰。
It's dangerous to drive when it's raining cats and dogs. Let's take the underground instead.,落緊傾盆大雨喎，揸車危險呀，搭地鐵啦。
When the ambulance came, he had already lost his breath.,救護車趕到嚟嗰時，佢已經冇咗氣息嚹。
I can't go to bed yet. I have to remove my makeup first.,我未瞓得住，要卸咗妝先。
How much does it cost to repair a heel?,補返個鞋踭要幾多錢啊？
They've tried for five years but still haven't got a baby, at last they went to a doctor for an inspection, then they found the wife to be infertile.,佢哋試咗五年都冇仔生，最後去醫生度檢查，先知原來個老婆不孕。
That guy is truly a classy beggar. I donated all my money to pull him through, unexpectedly he scold me for donating so little.,條友正一大種乞兒嚟，我俾晒啲錢幫佢渡過難關，竟然仲嫌我俾得少。
Miss, I can foretell that you will encounter a huge change in your fortune after 3 years.,小姐，我批你三年後會行大運。
A-chung learnt much but couldn't apply what he's learned. He went on to start his own company after reading some economics theory and ended up bankrupt.,阿松淨係識得讀死書，睇完啲經濟學理論就走去開公司，結果破產。
Don't exaggerate those tiny problems.,唔好將小小問題無限放大。
I don't see why it's funny.,我睇唔明有乜咁gag。
Residents in this area are mostly supporters of the pro-democracy camp.,呢區居民多數都係泛民主派嘅基本盤。
Every year during New Year's visits, my clueless relatives always ask me, "So, how much do you make now?",每逢拜年總有啲唔通氣嘅親戚問人而家揾幾錢人工。
Big companies pass their costs onto consumers.,大商家將成本轉嫁落消費者身上。
This teacher's reputation is not bad.,呢個老師嘅名聲唔錯㗎。
Our shop opens today, everything is 20% off.,我哋舖頭今日開張，所有嘢都有八折。
Grandpa, grandma, dad and mom, bon appétit!,爺爺、嫲嫲、阿爸、阿媽食飯！
My mum does not like living on 14th floor because the pronunciation of 'four' is similar to that of 'die', which implies bad luck!,阿媽話唔鍾意住十四樓，四四聲唔好意頭喎！
After he announced to join and become the owner of this company, the stock price has increased by 50%.,佢宣佈入主之後，呢間公司嘅股價就升咗五成。
At the end of the day, he's your son. You can't leave him like that.,佢歸根結底都係你個仔，你唔可以唔理佢。
He had close contact with a confirmed case.,佢同確診者有緊密接觸。
These days winter melons are seasonal and look really great, buy some to eat please.,呢期冬瓜當造，好靚喎，買啲食下啦。
Teddy doesn't like wearing a dog leash to take a walk.,啤啤唔鍾意戴狗繩落街散步。
These years I've always been focusing on my job, and neglected my family.,呢幾年我掛住返工，疏忽咗我嘅家庭。
Is the dress really that bad? I only bought it because my boyfriend said I looked good in it.,乜條裙真係唔靚咩？我男朋友讚我着得好睇我先買嘅。
There're only ten days left before the exam. You should start doing your revision as soon as possible!,仲有十日就考試，你哋好快啲温書喇！
What did you say? Why does he react like this?,你講咗啲咩啊？佢咁大反應嘅？
The money is nearly in our grasp. We mustn't let him get any at all.,眼見呢錢就嚟到手，我哋唔可以俾佢一個人拎晒嘅。
The reason that I didn't come was because he was there.,我之所以唔嚟，係因為佢喺度。
I see a convenience store ahead.,我望見前面有間便利店。
There are loads of people smoking around the bin outside during lunch time.,午飯時間外面垃圾桶有好多人打邊爐。
The project has been completed in just a few days.,個計劃只係短短幾日就已經完成咗。
Seek more information about the place before migrating there.,移民之前去探下路先。
I am as moody as a firecracker these days, don't provoke me.,我呢排係炮仗頸，唔好撩我。
The Japanese honorifics are so difficult to learn that even Japanese people may make mistakes.,日文嘅敬語都幾難學㗎，連日本人都會搞錯。
Domestic violence cannot be tolerated.,家暴係唔可以容忍嘅。
When you look at people around you in detail, you will find that these people are all troubled and complex. We often choose to simplify, but in the process of simplification we cannot find the answer.,當你認真睇身邊嘅人，你會發覺呢啲人全部都好kick、好複雜。我哋好多時選擇簡化，但係簡化過程又揾唔到答案。
He hasn't had any surgery except for that time when he had appendicitis when he was twelve.,佢除咗十二歲嗰次盲腸炎之外，就冇做過手術喇。
These days at night my brain gets into overdrive and ruminate on so many things.,我呢排個腦一入夜就好棘，好多嘢諗。
This pair of trousers is okay on its own, it's just that it looks kind of stupid when you're wearing it.,條褲本身冇咩，係你着上身就有啲doot囉。
We feel sorry for his death.,我哋對佢嘅離去感到非常之惋惜。
Planting potted plant can contribute to one's peace of mind or inner tranquility.,種盆栽可以怡情養性。
On the form there is a question about your ID card number.,份form上高會問你身份證號碼。
It is necessary to stamp your passport.,本護照一定要抌印㗎。
This harddisk has 2TB of storage.,個harddisk有兩TB。
The broom head has been messing around again.,個掃把頭又出嚟搞搞震。
It turns out that he is my biological child.,原來佢係我親生骨肉嚟。
Have you given the presentation?,你哋present咗未？
The room is stuffy, can I open the window?,間房好悶熱，可唔可以開窗？
The terms and conditions are governed by laws.,條款及細節受法例約束。
This year your blood pressure looks fine.,呢一年你啲血壓幾靚仔喎。
Is God omniscient, omnipotent and divine?,神係咪全知、全能、全善嘅呢？
Our company is born and raised in this land.,我哋公司係響呢度土生土長。
This cup of coke tastes strange! Why is it salty?,呢杯可樂加咗料喎！鹹嘅？
Divorce rate increases; single-parent families are getting more and more common.,離婚率上升，單親家庭越嚟越普遍。
The clothes you wear for interview should not have any wrinkles.,見工著嘅衫點可以起褶㗎？
Love is really hard to understand.,愛情呢樣嘢真係好難理解。
This cell phone looks sleeker than the previous one.,呢款電話嘅外形比之前圓滑。
I will make him suffer until he's broken and his reputation is swept away and he can never make it back up.,我就係要煮到佢身敗名裂，冇得翻身。
Public Officers Pay Adjustment Ordinance,公職人員薪酬調整條例
She dominated this plan.,佢主導咗今次嘅計劃。
No one warns us that it will rain today.,完全冇預警到今日會落大雨。
Neighbours have a great influence on children.,鄰居對細路仔嘅影響好大。
Look, the football players are entering the field.,你睇，啲球員出場喇。
God cannot hear your prayer.,上帝聽唔到你嘅禱告。
Don't feel arrogant for being the 1st in class. There are plenty of schoolmates smarter than you.,你喺班入面考第一唔使咁得戚嘅，喺學校有好多人叻過你㗎！
There aren't enough participants in this event, please help us ask more people to join.,我哋個活動唔夠人參加，幫手吹雞吖。
Her eyes glow when she sees the stack of banknotes. Anyone can tell how greedy she is!,佢一見到疊錢就即刻雙眼發光噉，係人都睇得出佢有幾貪心！
Schooling begins for most children at the age of three.,大部份嘅小朋友都係三歲開始讀書。
Are you deaf? That's so loud but you still can't hear it.,你聾㗎？咁大聲你都聽唔到。
The government intended to carry out land resumption in the New Territories in order to enhance land supply for housing.,政府打算收返新界嘅棕地嚟起屋。
The government intends to implement this policy comprehensively.,政府準備全面推行呢個政策。
[ChatGPT]You're already so old, you should get married.,你咁大個仔，應該成親喇。
He's wearing the shoes I gave him.,佢着緊我送畀佢嗰對鞋。
All of the comments are negative?,冚唪唥都係腐皮嚟嘅？
I have some backup copies of photos on this hard disk.,我有啲相嘅backup喺嗰隻hard disk度。
They have been playing from childhood to adulthood, they are just like brothers.,佢哋由細玩到大，係一對難兄難弟。
This brand of face cream contains a higher lead content than the standard.,呢隻面霜含鉛量超標。
My sister often acts like a baby girl, trying to be cute to have my parents spoil her, which is really irritating.,我阿妹成日都對住阿爸阿媽詐嬌，真係好乞人憎。
He is too aggressive and arouses people's suspicion.,佢太過強勢，引起其他人嘅忌憚。
This hospital is equipped with three hundred beds.,呢間醫院設有三百張病牀。
A-ming expresses his love for A-na via messaging.,阿明用短信向阿娜傳達愛意。
Some say that you will get rich if you listen to your wife.,有人話怕老婆會發達。
Hand me the chicken-feather duster—this child needs a spanking.,畀支雞毛掃我，我要打佢籮柚。
You are so irresponsible, just like your father!,你做嘢咁無厘搭霎，同你老豆一擔擔呀！
He finally got rid of the bad habit of drinking a can of coke every day.,佢終於搣甩咗每日飲一罐汽水嘅壞習慣。
This violin produces excellent quality of sound.,呢個小提琴音質優美。
You've checked for a couple of times already.,你都check咗成十次八次啦。
Do you hear the citizen's opinions?,你有冇聽下小市民嘅聲音？
His youngest son is only six months old.,佢屋企最細嘅幼子只係得半歲。
If you go to the Great Wall on rainy days, you may fall down easily.,落雨嘅時候行萬里長城會好易跌親。
There are fewer people using passbooks now, most people simply check their bank account records online.,而家愈嚟愈少人用存摺架喇，好多人都會直接上網睇返自己嘅户口紀錄。
What is your job title?,你做緊份工係咩title？
Even people in faraway places can still feel the earthquake this time.,偏遠地區都感覺到今次嘅地震。
As I did not manage to catch up with the last chance to see my grandpa, I felt so regretful.,我唔能夠趕返嚟見阿爺最後一面，我覺得好遺憾。
The royal government is heavily guarded. You will be heard if you cough, even just once.,朝廷入面守衞森嚴，你咳一聲都會畀人聽到。
I should find a prophet to foretell my luck in the coming year.,揾個師傅批吓來年大運先。
Both of us have feelings for each other.,我哋兩個都有過電嘅感覺。
Ah-na has bought a beautiful red headscarf.,阿娜佢買咗條好靚嘅紅色頭巾。
Those who get well-fed and well-clad think of excessive desires, whereas hunger and coldness breed the temptation to steal.,飽暖思淫欲，飢寒起盜心。
Access to closed records requires prior application in writing to the Government Records Service Director.,公眾如果想取閲封存嘅歷史檔案，必須事先向政府檔案處處長書面申請。
He disregarded the victim's feelings.,佢冇理過受害者嘅感受。
She is wearing a pink dress today.,佢今日着粉紅色裙呀。
She wears a scowl on her face as if she were mad at the whole world.,佢黑口黑面，好似嬲咗全世界噉。
These practices still prevail in certain areas.,呢啲做法喺某一啲地區仲好盛行。
Does it work to implement a territory-wide opt-out organ donation scheme in Hong Kong?,全港自動捐器官到底work唔work？
Pottery is a recondite subject.,陶藝係一門高深嘅學問。
His lip is faster than his head and he has planted loath in the people around him.,佢成日 開口夾著脷，好容易同人結怨。
I have lived in this district for over a decade.,我喺呢區住咗超過十年。
The local government is suppressed by the central government.,地方政府受到中央政府嘅箝制。
He is the suspect in this assault.,佢係呢單傷人案嘅疑兇。
He is such a smooth talker at this age; he will be a talent of his own in time.,佢咁細個講嘢已經有紋有路，假以時日一定係個人才。
Despite speaking different languages, the two really hit it off.,雖然語言不通，但係佢哋兩個一見如故。
Kuomintang and Communists united to fight against Japan during the Second World War.,第二次世界大戰嗰陣，國民黨同共產黨聯手抗日。
Why the fuck did you go to an evil-bone parlour if you just wanted to relax?,你想鬆一鬆啫，去幫襯邪骨把撚咩？
I can attest that he was playing Mahjong with us yesterday for the whole evening. How could he have gone off to steal anything?,我可以做證，佢尋晚一直同我哋打麻雀，點可能去咗偷嘢呢？
I like to eat fish slice more than fish paste.,我中意食魚片多過魚滑。
I am scared. I misjudged. I feel ashamed.,我恐懼，我誤判，我愧疚。
The problem of child gangs in this new town has not been rooted out yet.,呢個新市鎮嘅童黨問題仲未根除。
The competition is relocated to indoors because of the heavy rain.,由於天雨關係，比賽會移師到室內舉行。
Your flirting with me out in the open makes me really embarrassed.,你公然調戲我，好老尷𠺢嘛。
Because of a moment of greed, he stole another person's pen.,佢一時貪心偷咗人哋枝筆。
When I do a sidespin, I normally aim at the middle of the white ball, but hit on the side of it when I shoot.,我平時落西通常都係先瞄白波中間，但到出cue時就打白波側邊。
He refused to explain due to privacy concerns.,佢以私隱為由拒絕解釋。
The busker sings so well that the passers by are halted and listen to her.,個街頭藝人唱歌好好聽，令到啲途人駐足聆聽。
This drug reduces nasal discharge. Take it three times a day, one pill each time.,呢隻藥係收鼻水用嘅，每日食三次，每次食一粒。
I don't have good knowledge of finance, but there is someone that I can ask.,我唔熟悉金融，但係我有人可以問。
